MinTemp,MaxTemp,Rainfall,Humidity3pm,Pressure3pm
5.2,13.0,0.4,69.72260901429095,
3.0,15.0,0.4,51.0,
6.0,15.0,0.0,50.0,
2.0,15.0,0.0,52.0,
8.0,17.8,3.0,69.72260901429095,
9.4,17.0,0.4,45.0,
6.0,16.0,0.0,30.0,
1.7,16.0,0.0,45.0,
6.0,17.9,0.0,33.0,
6.5,17.8,2.0,64.0,
5.6,13.1,0.6,69.72260901429095,
4.9,14.0,5.0,69.72260901429095,
6.0,13.8,46.0,69.72260901429095,
2.8,8.0,9.0,100.0,
1.0,15.0,0.0,68.0,
2.0,15.0,0.0,70.0,
7.0,15.0,0.0,100.0,
6.4,14.0,12.0,69.72260901429095,
2.0,11.8,4.0,58.0,
-1.0,13.0,0.0,65.0,
3.0,15.4,0.0,57.0,
6.7,20.0,0.0,56.0,
11.0,19.0,1.0,100.0,
8.0,14.7,0.4,99.0,
8.2,20.0,0.0,42.0,
11.0,22.0,0.2,36.0,
13.0,18.0,0.0,100.0,
10.0,20.0,11.0,69.72260901429095,
10.0,17.0,0.4,69.72260901429095,
5.0,10.0,0.0,100.0,
3.0,14.0,2.0,53.0,
5.0,16.0,0.0,53.0,
1.0,16.1,0.0,32.0,
2.0,18.0,0.0,54.0,
4.0,22.0,0.0,56.0,
11.0,22.0,0.0,30.0,
14.0,24.6,0.0,24.0,
16.4,26.9,0.0,26.0,
11.4,21.0,0.0,69.72260901429095,
3.0,14.0,0.2,59.0,
2.0,17.0,0.0,69.72260901429095,
4.0,20.0,0.2,54.0,
9.0,22.0,7.0,51.0,
9.0,24.0,0.2,48.0,
15.0,26.7,0.0,69.72260901429095,
17.2,26.4,0.0,36.0,
8.0,19.0,0.0,27.0,
3.0,17.0,0.0,69.72260901429095,
5.0,21.0,0.0,69.72260901429095,
9.0,22.6,0.0,69.72260901429095,
13.6,25.0,0.0,61.0,
12.0,23.7,15.0,52.0,
12.2,16.9,1.0,100.0,
12.4,20.0,33.0,100.0,
12.0,19.0,22.0,61.0,
7.0,21.3,0.2,64.0,
12.6,25.0,0.0,55.0,
10.0,23.8,0.0,61.0,
15.0,25.2,0.0,50.0,
16.9,28.0,0.0,33.0,
18.0,29.0,0.0,69.72260901429095,
17.0,29.0,0.0,69.72260901429095,
18.0,25.0,0.0,36.0,
9.0,25.0,0.0,69.72260901429095,
13.0,26.7,0.2,72.0,
10.9,23.3,3.0,65.0,
15.6,27.0,0.0,69.72260901429095,
16.0,29.0,0.0,69.72260901429095,
17.0,28.9,0.0,69.72260901429095,
20.2,29.0,0.0,69.72260901429095,
11.3,21.0,0.0,73.0,
7.6,18.0,0.0,71.0,
3.0,13.0,0.2,69.72260901429095,
3.0,6.0,0.0,69.72260901429095,
1.0,8.0,3.0,99.0,
2.0,12.0,0.0,75.0,
4.0,11.0,0.4,69.72260901429095,
5.0,10.4,9.0,69.72260901429095,
3.6,13.0,0.2,84.0,
5.0,17.0,0.0,69.72260901429095,
8.0,20.0,0.0,45.0,
9.0,21.0,0.2,49.0,
9.0,20.0,0.0,56.0,
7.0,19.0,0.2,64.0,
9.0,19.5,0.2,65.0,
9.7,21.0,0.4,33.0,
9.0,22.3,0.0,16.0,
5.7,19.0,0.0,47.0,
7.0,21.0,0.0,36.0,
12.0,24.0,0.0,34.0,
7.0,20.0,0.0,48.0,
8.0,19.0,0.0,59.0,
